source,opus_no,hash
tsumepara,2424,6fe780032045b5b0a561fd4cccc50cc0fb97fb857978f58e7231751f9502a0b6
tsumepara,2425,74e75a6ee0f319f084140c6d99d3b498d0dafc7ef61d8b974e3362eb346dcc66
tsumepara,2426,18827804528e6418759eba383dafbad4ab063072ba8aa24f6658d15cf44ff8b8
tsumepara,2427,3d2efcd3ee55fe263f79a2e088914afa4ff0c18dc2ee5e746be8e6b1f8c12e96
tsumepara,2428,ec566ec6c5cd2c5c3d9adf8ffeb0b8c63d0a8a75539e5569564f4635154ba836
tsumepara,2429,1467b504233d34567507987902b3498514e3e573ed4bb4e93683f11f91c23fab
tsumepara,2430,2b874248df333f3bb6548850fe2d0f4cf7b0693db8cce9427b801ba253313e86
tsumepara,2431,b96bfcf498bf8ed253a22788956d7e6ff9ea8e321b63272c18bb15f40d19e098
tsumepara,2432,0bad49d7ae612a3ed36891d10542b383596e5748ea79306d7d1aa0eb7eb495a1
tsumepara,2433,1283bb62cf6c676200e6e45b0e81aa10606fb6c65bd8c9b0c17436ee367b4b5e
tsumepara,2434,a1b9643943ddd2acc62dc756b58f1fb467869cf713abb91ad7cb152dd3cceee3
tsumepara,2435,513c44d7995d14d66ef882bb1f2bd93de1d0bf2af6c696cf644bc09ee3ddfdf8
tsumepara,2436,ff636e4d573be3e91d26523a1b1c4a7a91619bc032bf015ae8aace539bbb5214
tsumepara,2437,8d9885f35f55c18c5a61a9cacf41b6c2756305775c0dacdad1672f63923ca2c2
tsumepara,2438,b53d777830aabd022f5594b56e950347523b8e3bbd61d8679e9de134f35983aa
tsumepara,2440,f440bc9bdc36467ff362a66f3e3539641bbdaa12de52f8cd064430623e105c82
tsumepara,2441,d7eb72f6eaefb05d2adb155c523191f8d2376378dcc4b09fe07f8c14fe38da59
tsumepara,2442,ba08b1c2db3f7e6d3b71f0d2687ddac2f57804f4a80a82fea7eede78889f78d3
tsumepara,2443,caace4dfb5633f8b3d3ec67c702bb0fde1cfe79b75fa9776fe593bb15e8a146a
tsumepara,2444,0384bd4ea6b1eba2007b1829c78f8fc15e507c49914cdf8f4b3e028d2beb2b97
tsumepara,2445,41300141e04d4276e770f29ee494f463d1a02b1b8c21ea4c1bcfacf83856f188
tsumepara,2446,11b7392837a305739f13cab4d062a533c414dfb965f8803806a96ffe569a0ef7
tsumepara,2447,a8d5ecc1ec3303672d31c9f8151c552a1161f4f74953f37cead3b5c75e05fe7b
tsumepara,2448,62389da4483b406e08febb42d12941e6a92895247ba85c05b0cdad66e751edf4
tsumepara,2449,bd28074b467f71aff21b47e065212800fb348e650f0e57fba6ec42cab6726b3e
tsumepara,2450,05345bd89eab28c848a61e5e1665c0c19c6c4d6710ad65b6a6fb6fce2ad16831
tsumepara,2451,4c71ab5adcfce5e6d478ce961999fc42624c417ae6b26bd04a2b98515ce6579b
tsumepara,2452,e872f5e9f0ffb1086e034e176912e533ba6d55c8829877873e0fb7f1de07c2f9
tsumepara,2453,4c4e02761b80cda331ed866655d426ace1679b5b3addd0b11d5b340e1a911a85
tsumepara,2454,ce792a4b30676f64e0d51e706825544dae05326bd2df0c3df0285418e14438f9
tsumepara,2455,d83ec8d087035f16183b0403c56bcc5957fcb88dd7aaacf54004152afaa14944
tsumepara,2456,d2dca702807ea160c186b906b60d11efa8cb536c8b088e7495cd567e288454cd
tsumepara,2457,06ea0ec7117e8d1c0d15636d1c4d1f1a7bc12431c3bcb37af133ff6235e6641d
tsumepara,2458,1530966538908f860669b87901671dc684cf02604f56ae26e3ccb05d01a5dc45
tsumepara,2460,90f16738e536297c353c686ba7b8836c19f0a29aa9ebef42d606aed84f22f188
tsumepara,2461,80e338588bfd4fbe24b15f7b680805f6b84afad29bd94f68afa6fef16fc136b5
tsumepara,2462,289ba2bc64f719e3d307f3437c0096988eaba4735a909e38e0c7e441f2edd642
tsumepara,2463,cbc698d330c18012e67d011fd1b7a66daeb2e3ca5df9ae80bc5f7bd7e63b3ba0
tsumepara,2464,0f2ee1c2be1f1eb24f218e6f02940a8e271cb2f1b158cac6b7f80f054831bf99
tsumepara,2465,73f874da238eb19ac4268482885bbe2f04ec01068210d9369fc32c073ec25f40
tsumepara,2466,970a9ad9d43a2c51b2e04197426d6e643b7029dd8498c2b995d35665eda48b63
tsumepara,2467,96a297eabb1fd53da317249bdb24d73450308a6ea95d205a06cd24e4b1b585e4
tsumepara,2468,d87b2ca384d7b9d857d1a5b5215e0d3e5fa2a435b9a63d2ae80e2cbfe6993feb
tsumepara,2469,e893f1e6b2e5d7f98b43df300cb37e22a2b4af35ccc17a70a793c137947c7b30
tsumepara,2470,21d9a90a9fe25baf26231ed0175820d8e8a9041ae462ec06971ddfc0681f1eeb
tsumepara,2471,a1c7c60587f0b8b44b4bd728584385f3eb8194155e171082d7b4ffe725194a5c
tsumepara,2472,f6b0ac3dfa0180efe3e21acabbc2dc3f12a0409ad4587898faf66bc6e498171f
tsumepara,2473,664c0b50093673e99d819759cc27d516bf41a7fc6ca95e1f301671fb93bfc49d
tsumepara,2474,2426cb925f832c16d0f2bb6b854d300f90a65c257ac61f77f137de76420dfa71
tsumepara,2475,49302b2f3203ddd3c01d2711f1d8bd78cbc4524ebcdc4802c4fcb9ae34fb6487
tsumepara,2476,0af4108dbf99ca5a05a7d4aa24e6ed6083c1cab2475aafdf7192af1c68c69b7e
tsumepara,2477,b745261b616a490caf9cc9b65a9dde5956ad86afbbb6da02d74489970c2a12cd
tsumepara,2479,c652f91da168fbdc4c9b28dda12502654e77a6b72f6f3c409853d974f9fb8f0c
tsumepara,2480,bf235e170e2fbc54e19f8785c5b127964a479b593f289503ef3f6085cd9a175c
tsumepara,2481,cd49d4c1b6b49e4c77d275669315e4ef28d3599f4f46f778143fca51961c7713
tsumepara,2482,4b2f866047305cc72808563d2ba6b94539d15f8de17e430a21141980257e34bf
tsumepara,2484,5021ef3a42216086194e9a37e59678858a2bf6335691ad2c4e6d592a0950d37a
tsumepara,2485,03a817308b3d29e70576d9bd5ee526e45fe48b3ff2a6ba2e846e5929c08166be
tsumepara,2486,971a00220ba2f3fbdec0850bf06ce1ae9f113dd5be39f92fcadeb8ec51d9d733
tsumepara,2487,2272722984064afe93e41329f5230189653299489e82ecbe33d0fd76cc8a6ead
tsumepara,2488,2c7c19d95b719fa5adacbb098829217d7a6ed7605150cb1c3f837f71f0f1e459
tsumepara,2490,5de9f9b2a20a6f072de7b8e2c96a0e120c371790bf94b66052c5cb3d3a6f4b05
tsumepara,2491,533ee2ac283d20db49e360549151a310dc49e7e078b01f3d27c5d8274a077f19
tsumepara,2492,fbd3aaee989da777d719342aa8f55938f420f6dda72210abffb0d1ea02f209c9
tsumepara,2493,283282f338ed0dd3e6475ab8590ca8c33c112a411af44e4f20c99f76322cdade
tsumepara,2494,b268db7140837a599a8fae75d20ba7a0282745a8466351b4eac1075a8312bf74
tsumepara,2495,397e0ad3a649ebd1e82d4719f0bd6ae94edb31ee6c7660fa5b0f5845f0a864c6
tsumepara,2497,307b9e824f116752605fc93849ded60a791b45d6d4285c62b19f1cdaa150ceb4
tsumepara,2498,48aad707a89c3bda88fdf15707b7a63c7ce8fb01d40e3924fd72a69fb458f292
tsumepara,2499,e2f97955ba437111662a41a974b7e29260c31cf05a346e217c635e4c65d2c9c4
tsumepara,2500,420c01cd3203e57617bc3366938efd2e5c67c47720c622f077a422341ac5ccd1
tsumepara,2501,2666ef104c89aecf9994a13b038ad9e35121868f42e9a75353ea856ca1309868
tsumepara,2502,0c2770a83f0578e57937e99bf71637bab383188cef6106341e904acc35f4041c
tsumepara,2503,9d741ecd51859a5dcd3220905a168af47092f53bff6b6072ba24629c96767c00
tsumepara,2505,f3309416ccd96b4a1b0915dc84ea98c7b419166a879498ba0d5cdd923be7dbcd
tsumepara,2506,8bf4c7d550b10128c31f09aaf5b96fbd0db94e66ad9cc8abe22345ed4c728197
tsumepara,2507,37f307ed694c6d9b76f9d3c49eab8d67e2802a720a66fc11cf9913d4bb7a5aea
tsumepara,2508,85b44ffabbd310ee5d740e7100263fe011c827946c0828322462df4468054fdf
tsumepara,2509,5ca4f5f7c46862c95f49b43bc5a97411183b1e909bb540eaf01277760dc362f6
tsumepara,2510,a1fc68b56d176ff161e9c1c37fb53204d4ab992c56697f1ba54853defdb0b311
tsumepara,2511,46732315fdc3302f65b0fcd42fd7dcd5cb14eb072accf3a1d858e2b52ecf5c12
tsumepara,2512,7b7a3bf94ec2ff27b310a1c8c57600fca007c71138f28037bf93cac4197ee16d
tsumepara,2513,40187e9a443d8f2ee3078e0b3e07dc65e93930b6c299fdf4678686b2ce63b728
tsumepara,2514,2780e8bbec424130073cb68932850a2f66605f2e7a4b0cf1e99053ea4c68445a
tsumepara,2515,ed723987a69aa4a82153d75f485cf9365261403f0c4736e6bdf5044a1e4b0ebd
tsumepara,2516,ec37eca74de668e81e19d83ffb39d47b000e528cddb069fe2365a00b412c212e
tsumepara,2517,3c2fb49e9c5613e1d967d494ae266fedb10dd1662cea5407ee7e62978869bf59
tsumepara,2518,37392cda8d20063be96c4a3dd69457c67a4dad22313947304184a66c76bf0c8a
tsumepara,2519,b24505e8692d0a91a77814b7cf45c020fec6e99242971047d609e27143638275
tsumepara,2520,fd0ff35eacd8e9b939c79096e6929d851c883525651679aced2ee42721d7cc14
tsumepara,2521,af5cd46a746d89c98ff8830ad43dda6339b3f5af97f7cefdda869cf48c8c14ef
tsumepara,2522,fa0c3f83099d70ee6fc4dd485d6443d7226264857bf7a2e2ac81bbb017e65042
tsumepara,2523,e7eb914bfe0c5bab62f935d0d98036802d5b48cfddad8c63f3e07dafa028b004
tsumepara,2524,ebb7f590e926f36f19c70248fae8a76372d00ac90fdf5bd06c3501840854d4ea
tsumepara,2525,23eced662fa3d8e4d574042918cbcec1b54fa9b9900fc509397e90b75eafea79
tsumepara,2526,689b79d4a80adb0313b05cde9fe1551b2e65f34d670b2e43c120c34bd31314c6
tsumepara,2527,928643f5e2446dff99d83249e9294d3412bae8c8c83ac795338e2de989340abe
tsumepara,2528,910db9636e80a86b332c2aee1654cc40fb730ba07004aedfe48e7dd3c449caa2
tsumepara,2529,d07d13ded97f9c2ef3a35d079f635cd2cc4a8cd856adb75608e497d6f8d0cccc
tsumepara,2530,42ed176e0750eba1197a4006faf17593e6dc945e746ea4c9316244531280751a
tsumepara,2531,030892e557f08ab6e80159782bf25d80e987fb4be83c53550ff0a10460255f14
tsumepara,2532,878ebe9943bc5828a2fe18e76cd9f823cd21bd894654572384ba7f47f9820766
tsumepara,2533,5b28cdf08ac716e406693e85549feff4f63d46ed23295f16b420b6c21cf11023
tsumepara,2534,7de942901de4d3cbf84684a55bdd01599f62ba8a6dc6a90c4705c169ad54654a
tsumepara,2535,df7c8daccb8949c69eaa5c7535374071bc7861b789330234110080d6112c658a
tsumepara,2536,44e96d2cdaf6d6a8a54583fd859d812a78652f30abc3b7d5ff9a45d515376463
tsumepara,2537,02dd00cdfc90a115dc65403dcc382bb0304659e0c9aaa45d667065194e0817ad
tsumepara,2538,5d1cdf6c23e6b07f87152ad61868cf4748eb54333593c4bb367baf879ca00d99
tsumepara,2539,be3861fc1ebd24b725223155ffbfd57cae8e9162a973fc1e3f0210cb0f006481
tsumepara,2540,e79e4ddf737c382a3a79eaaaaff63d42c8987780f9a9a10a847dc001ce1f2986
tsumepara,2541,033a1106291d087c719bb35030a48d16ca3e8705fba31ab83757befeec05b8f3
tsumepara,2542,b60656da43fdb33a19a1929c1e31478bf7255b7aaddb93297731f44ab43ea273
tsumepara,2543,3f47f5188e1ee01ce97838b8072b1d48fa14ea5117f9463d7fa313b4b7c37b44
tsumepara,2544,f7f900894138b72ad0c7c0f6c6eed0bb926581a2e15aff1ca5761489dca10f82
tsumepara,2545,a4a9ce070cc7820c34557add5eececb5334178f285aadbebf4b39e73b7a4550a
tsumepara,2546,c10c143501aa6198ec00371daff15588be332438f150c7a9b44419c4e4d073f0
tsumepara,2547,d25b9f7c3d8cd0ad9b2cc278e1cf7560e6a0048fc161ca86911e6caf3027a117
tsumepara,2548,9a1f6b3d6411e876f3afede8994142cab9d724765650d5dbb3e8e540e7f0ea3c
tsumepara,2549,5df94ed8080075d7dc8728edffaed7549a2192d34c66ee959424ec493e484243
tsumepara,2550,bd33106291cfad371c2d3ede76cd2e0eae4238fd161d975f36b810b9ac5a61ad
tsumepara,2551,3e922f9adf9e450dacf4cdba97337fe0cdea033a9e2a104da2cb69465eae6786
tsumepara,2552,9f0a5d6ba0603dac66ccd2c1fb34bcf0869ff76e3f69c2efdaffc6738ee9b8f8
tsumepara,2553,6e3797f1aedd8aad8954a4fb289f8d9490305623467b80dc4aa6f1da3e9de85d
tsumepara,2554,73ffb57fb1c7c0a962a149a382d2e4c0f61d4f640bf50a79bccbdeb0283deab0
tsumepara,2556,cc11bd7be54b70b086464b70343d1da6aa68ac21c7259a16fb30761180321834
tsumepara,2557,99650bf25906feda475e6ae25837290b64355b2fbcb8099b6cdd9d60cdd22fa2
tsumepara,2558,ee3267ca98ff88c36c91c314dd0bfb02a8bd445f583f6dadfd3e6b86dfae3836
tsumepara,2559,6fc20f7d3103b2a08827caed85926198d77cfdfd1b46b48e5a2f3e8261608bde
tsumepara,2560,2e147cb42af06d8e217e5e62a8310e109b521921c02f905c20bd270da016d6f4
tsumepara,2561,5f82ccf201aca7c94f28e2793d0c2fd05486f6eda72f25e3c7877a958478ee26
tsumepara,2562,aef70c0cfc140658ebbf7551183c5a3d3aa531613af6cc9c14806ab53d707abd
tsumepara,2563,8b862d488145e9ebf6cf740c31feb030be896efd139ca04a517b48a3e595c02d
tsumepara,2564,37030b3083e82100d479e41b25cc3ad59844a77680ef400b0dfe2104654ede9e
tsumepara,2565,892236befcbb78d5f5628b83f51d44d35c3e03e4eaa461619cc1c975ecb62dd2
tsumepara,2566,a1df5d298fa6fb6e484ed38c14b4f237ad00b04f7f15f9f1678548cd3f9f4da4
tsumepara,2567,e02af63bc068ee6ac3ea70fb8921d55ca2e6a4b1895d9b074fbc93c087172c8b
tsumepara,2568,c124e5c04cb3697f36cc688362dd6705bc20c4fef4ccc1d82ab7d89200071702
tsumepara,2569,c502e8e35632e5afef4b2106e94a2cddf79a16f9f9b5c98e3003781aa5a57577
tsumepara,2570,793ff245bc1e4b15d40f2e7fd55a0360b71701435fa979d65fca4e372ba3c6ee
tsumepara,2571,d47312b65635b8da74d029ecff1e3174b3f6556d93259912d33f33d1301201f6
tsumepara,2572,fa717c62ae02ea3c8ec959ab2b904b13ce53b0dbb8f4e28b24cd606676150be9
tsumepara,2573,b7200e08f039c1bbf783aa069231d8dd88240c6c5ea2e6051a3ddbac1be0f637
tsumepara,2574,d1eb889dd76a6c4f4dc41278c023e2e4c8beefe4070079cd0af3e6d5bb8a087e
tsumepara,2575,aefa74e75bc3656517df87246097da3b3f1f121ecbcb3e8f6635d1d36d774e75
tsumepara,2576,e2e96f4dbed73131619c66091387e27ab04029e50825cccc91e6b0fa8c024f33
tsumepara,2577,45385c371c7ef39f5dfb3eefac1a5f09323af67e41300fe06e657aefc5723c95
tsumepara,2578,b83217f7132c9fbed8f272c49fa1d2995958eddc889005d882ccb5fa8c8940e6
tsumepara,2579,518ac17f219707d1a75b7c8310d97317473f3738f0caba833c4de0c939bc09d8
tsumepara,2580,b8b00bb9ee62b6f57ba2e4bad7ebf3a857b137ac82d7084f632b4f7e53411ab1
tsumepara,2581,dad0f2e8066b657dcd0120df61c57dc2099e6ddf54cb3652a64f403ec933ae58
tsumepara,2582,abf5c516767d18e0c32e2a1f1a38f76968234986b4d819662b5459df58f18b7e
tsumepara,2583,5b3c8d6f59df219a7f6cb8240b392419fe03fa8bd3e4d02bc630fba7cc5e34f9
tsumepara,2584,53a28dc2bf7db970c07bee117a0fe06a1524612ae14da84ff9eeb5dc87ce6ad3
tsumepara,2585,6133ddd2f3cd07beb5109765e78704666707fd9fcda7d734c28ebd3f06937d86
tsumepara,2586,333b7d684ab6396a7c734259245216910bce5a8885f3235b92320c1020a932d4
tsumepara,2587,19b16c7c94eb6342045a43622f52ab255dc7e769a01655e872054f8dc5fdc638
tsumepara,2588,145dbff073d9bcbe41f9197c34ef0350197948584cad8e6047f51a58d5e27a07
tsumepara,2591,539ba62fd0f629b701648669a383267fcc00201e6388c7243da32faea1f55a8b
tsumepara,2592,74fd772caddde6726dd6b4b89f135b28bf37ce3a33a313d446624b1a9714c5fa
tsumepara,2593,5cd77fff52d4c06bae371c20c1ba2e29a413cc354c44c77634ba8b83fcc62fc0
tsumepara,2594,a7127cbf990f2a9699bf16591d231a3ad0a3f24b65325e587f6d62f2301595fc
tsumepara,2595,e31aaa569a3c498e970771069cc9d08b0a68aaafdc088946eae479d4784ee96e
tsumepara,2596,2b2235c466adb8eef2d304aab118e8d7978dbed1fe1a4e0037ae4eed54a42415
tsumepara,2597,d2a2c9b5eb0b67786fa1fc192587fccc9a5e6792673540a46a105d4f61682122
tsumepara,2598,c7ab90ca9d0fe7224bcf18df855b3386871acf10a8fef5dde155b875b17cb657
tsumepara,2599,dfb7afd0f00dba54eae18cbc979631b68b740885a4a23026c9ad1e07013b2be2
tsumepara,2600,ce2c9baa37186b77afb289cbff7f401bb40f9430945b40564807255cce978651
tsumepara,2601,1a4c1c5b311300639be6dad9525c7d0926ee5ba712c8a59560d2dd91b647936b
tsumepara,2602,c0f88ef45eae0b18e276807b7cbadd45f05a215a44543663f7585e42bd36d9e9
tsumepara,2603,dcd65b4167ee02b2b70476ee7b38b4d5f92a143c4bf7c0e8eecb5c38eef24ea0
tsumepara,2604,81b932264e67e4d1c42bd1f6c09989757e9610b0075998729b702e7fa81605eb
tsumepara,2606,315853669a04c69fbd0d786ce8e17834dc095d162f4aa372f020375c6c57e13d
tsumepara,2607,9782c8355aac7c97f81aa0f7126853ebdc0e7ce955d57526c903471d9f11933a
tsumepara,2608,bac3694693ee4d149105bb7feb44dcad05883fb1db243752ff37c7d15bdc7c3b
tsumepara,2609,4ce41b56d6a6af2a7d6a8c25d63eae876fc0d0b319d845548ea8531010125b5a
tsumepara,2610,10f6df68839e4f59ca60a2d4fcfda4abbde67c33f6b136d0f6a9a8642174d1ee
tsumepara,2611,bbdad2e4ac2f8540534196c8b09091e4271d5c07f984ce436acbedfa8b999147
tsumepara,2612,e8142edf24a015b02c91f8871a64969f05c34284944e66cbdde7948d9560d1c8
tsumepara,2613,cc87be664a3c3314ed1b25fcccd1df10fd8bfa4dd669abc23269eefee7ad571d
tsumepara,2614,ad485851510a4979fa4742a7cbe9d54a4d77e4133a5b95cd98ebe77ee3aa0dd1
tsumepara,2615,0af10e1b28b8c99552c875c5524008dba7e3000492df7c0caba422498420f89d
tsumepara,2616,6cce9974efcd39baef86025d3b00a5b17b67723b34bb923e9df19f4f0ae892e2
tsumepara,2617,97eb1844103ed7dbc19f770e322b55361f773fc2acbf64a0d802fa8d9185cfde
tsumepara,2618,8f395e99feb6514cb737bd9e7d04d0f522a4efaa1e905c17085243bea6ae15e4
tsumepara,2619,00dddb69ba331509cb40849da6bdd32144516a73848f991bb2373a001ca715a1
tsumepara,2620,9a0d864970a12586ecdfe2655d48bb19ee0424bb4c34a91fe6b4100dc4d7efd7
tsumepara,2621,5dd83b2149d7f87bf6feb5a78eba5fbb2afa6258c332db1f709e3993c7d76ca4
tsumepara,2622,01a0374d44c919f6fb0cf5e919c2131bcd80a7e5c879a8be0023889db2c197dd
tsumepara,2623,c010a8315264f12a1bc3a8a72ac6c4430f3dde01a9e900fb1038a56655368458
tsumepara,2624,a7dd49ebfd6b015173f19072e146f3a6910f7c84f94614505b3b1d5fc2c737b9
tsumepara,2625,770965ea7941e60e2bc71af1d8cf75bcf7295265244e08daa52521845bc960f4
tsumepara,2626,c8cfdadf976ae99b8504a56e99ad0405399cd9d4ff6c548f496f26f5f1824d6f
tsumepara,2628,829647439012c320d4812e7100914208b4d27fddca22a1c1e400772f56432996
tsumepara,2629,b005b48778e2c2058db977af62fcd1668cb4ee4984c24b95b80fba354712642c
tsumepara,2630,ed469ed54c0a888c6e62f2e053c77f9ff867f94d90ff7de3c6ca387f7032dcb9
tsumepara,2631,71929eed3651f4345e9459e968de8f03a3fb5d057b1984b31889ab9eda52c5ac
tsumepara,2632,f845e75f98a89f8e6262f5757027d7ff06d124a325fb029d3530f654652860af
tsumepara,2633,722282f86bfa4e1c9382bb1debe7bb280ec27aa30539f8b0f1137743e59adae2
tsumepara,2634,adb6cb1735ad0713f0810d6e165ec50b3edc1175fb49613bdaa2e1dd25fef48e
tsumepara,2635,30a5b146e6eb987e485ca5ee2ced247772f6611b5a81515eb71f9791f4eae943
tsumepara,2636,0866e7c8be8bb66b9aadaf95edcea4433c08449dc61e7a7a6e5f3c7ab4424d4e
tsumepara,2637,458c85d46d1b96afda6646a29cfe92120eecbc8498b6d38b6119300673d2bcbe
tsumepara,2638,f6d711848067154d438ffeabaa6f43a9a50b34a3feb397f4c44f6115a26804ae
tsumepara,2639,7e8af371aa14117c0d9386f23fda3d14d7fff7cc47a98db4104d52b3d475dac9
tsumepara,2640,875017cac8b7a3fe90a8dcaba9d34034014b60600c99cf3891550caa98bb81cd
tsumepara,2641,b9ba67dcf1f281fc2528d3f40d46b998434b2a37d5d829f10674da8d7cf378b4
tsumepara,2642,6d0745851d144be1c906bffb00cb389fd5c22f19307cbb852f59a4049ca67ec9
tsumepara,2643,2f0205f677dca2b62be8d435b34d3eefef73b1940de3f346c63454fecda79b76
tsumepara,2644,084e34af8d3a9fa89d3ad215c0642a15c307583493c333acfd99bdb09bc4b7b0
tsumepara,2645,d3442d574d196d666adb73edc510a242523674453d26bffff7cc61afcac3fde9
tsumepara,2646,1ba950cf6de355b924fa3e790e77a774650d6ea1201112b66498a01534087585
tsumepara,2647,7f8939c61aacaac0fe7a967e3f13f96d28a87bc226120d8a21cc0ae77b933c4d
tsumepara,2649,f75aef555f4ec4fc704e8d210ec5ba0efa07dd74c39105429c8d1279aa8e591d
tsumepara,2650,463dd499b27f646655c33fe15b08abd0d202778b6266e257f57b49f80dbc5130
tsumepara,2651,a3c06150f4041fcac0fb7bb2248937e26f97d79c5f61a9cc5b533c62fa26b162
tsumepara,2653,4a2e463563134b7777e6e443e8b6393bea12145f07a63d508232150cc0210b5e
tsumepara,2654,a6c0929db6ff39aaac849d260a67dd83c7cf732f00e4307439e1595f51448f22
tsumepara,2655,4be01ceb7db29296738f73cd34f519e283631218fef4247ed6c0aafc27d90b21
tsumepara,2656,ffe45fe7c0f9351a779291ca0e6c6ed7ff48bb183a9e0e8867a130dbb21fa78e
tsumepara,2657,deecef2fb0dca3fe69477ac71a1820569e5d14373074ebf1a49f3f0e52d184dc
tsumepara,2658,4c74c8551306b04acd0545453d7522434f4563f5978984ef45260c31a0e509f5
tsumepara,2659,117e3b6d05afd124c5129f8f7f8f82601f384bea63105d43a9c9843bbcd71042
tsumepara,2660,3ef25e12fd9345e25975947185844b9ae0c318a052eaf49b35fd2ecec3667252
tsumepara,2661,3e240a7a1dca177b4830f5db5ff3db7da7ea1ae14036d883c257208900ce40c6
tsumepara,2662,8164e98ea66bdf55814fcf7f43b10dbf21dd2c05aeb2191c3ab947a307236f2e
tsumepara,2663,bd3e4349f2e5d26ee9dbadb4f9df43aff90afca41489f375dcb894b2f2f4af81
tsumepara,2665,20a22ac904d273aa885b69373fff4bbd6b980b63b27b366dc79562926a4d668f
tsumepara,2666,ccc0335e3f67b5c4dcbba1bc267c5638efe91eaa5ee96564922e6f42934fcb3c
tsumepara,2667,b50dc3f9c837750d8e83bc7aa929315d3f3778e079f3800cbf2d91ad1091e941
tsumepara,2668,38722d98afc588ed8c6fc595363e465f564450bf8b918b4a3ed764a80793775d
tsumepara,2669,8721487a315f84b0a76985cb76562900ed49a343b20ad912cb6e45c6a719e831
tsumepara,2670,f4437ea27b7cd33338899e8500d71268bc4a30fa2dc2917a3a83b5f41caf3fae
tsumepara,2671,f6ad769f0a5c2538d53cb8e84e2999854abf5b2fdc153e5ce21b10e9898f31cc
tsumepara,2672,73bb09ba568d71b0dce528fbd3d40975197ed2d8f334d4c595b3a576a2537e3b
tsumepara,2673,998f46d1e9c0e651c0665b8af59ada8ae03e52d6effcaaedb271578865a1ca98
tsumepara,2674,e55b34594563f87c966d10af99c5e358f4adc724257f77ecebc2adbd08cba5e1
tsumepara,2675,23298439ec32782ac7ecad059dbb5a61f021bd1ceba55f3625e3c674bc1c0897
tsumepara,2676,962d8b393bf59ced435524c2bae8831fb469443fbb022f8211d8e124570462ef
tsumepara,2677,c5782b3c8e7e357f9071a4ae56bc4fd73f1a8a9d4ab96de28a8da83f4cae1693
tsumepara,2678,c83dc0daf07f8f50ffd85034b31dd9026aeec4ba67ae6b5129caf612c42d760b
tsumepara,2679,6265f2350e12a5395890b0ea4c7135cb6f1c6c30f44f422ed334ea3fa0c625a5
tsumepara,2680,d32eb6adb5f4752229b123437c093b85d2b769c35cef01e31e207553dd12ab8e
tsumepara,2681,141022dc3722f57670b94bd6428e0f96e7d8fb008ea4fe38d0d49219dd037cda
tsumepara,2682,bc6dde5d1be9f3f8bccf2db86d9f8384b012542c8fd524a03e7854e23439ba40
tsumepara,2683,cfd89902821ddd4a2e685393d9d0f9375739cd2f0616a55c84520da26bbd210b
tsumepara,2684,30b6785abb51ebd69e813165baea3507f677b25b56d24c9edaf6f0831cd32b1d
tsumepara,2685,9f8864c571c8e60ecce6e7ddee99b4d2c5b3ea29701ff90aa1d229af178378be
tsumepara,2686,4b2ab4f86bed5ff93175c3b80d7a24eca15a22f45caa61dd69e114467918921e
tsumepara,2687,8e133af96a4762d7424c4b30016a371d774339f1690539d8afcfbf365f5fed59
tsumepara,2688,3b026b5926e19a261f56c6206d3d103999398a27f3cecdeb31a4fe6df3ece8cc
tsumepara,2689,704941ec4b9366cc6007ddad66f2846a908d2c98d8e3ae89ec50a1138e6be871
tsumepara,2690,2c8b2a8dac9ccaf8e114bb67d61862b9bbdc5904bf0ad156cb50241bf6981bda
tsumepara,2691,4aed30c8c02c399deb8d85cc2a129d021169a1890b8ab814b5d0088381085755
tsumepara,2692,2c2a3c8d5ba47ac1b4df35e3dd3d438adc3a931a44bb798c1d021b9b0543cada
tsumepara,2693,5100d024f57bdf4adfeaca0aea450cd359ca4eed916e0c8b1fed28480ed9b18d
tsumepara,2694,a021cba28aaa4facef0ca101eea1822403cb0067281253ee52a23ddfc24e97ff
tsumepara,2695,54782a8b75b2b03e548e7a1dc561b454beb786b85dc4c741722844e820be3137
tsumepara,2696,1874a2b43dd6c59913617788a6d5a9eada736d786242395a6c8356747928c740
tsumepara,2697,b8cd35d735b919b12d0d6be1f9f80cf3b583fa9fccd3465c2d8f72464e9c5f0c
tsumepara,2698,363cb16eec5a597496c6d1fa8501abef9ac15547cf81a506e300fd3470865090
tsumepara,2699,db95e62254a81b91135f91f5d220f1fa8766a02b403aec3d5e4a42ee1b20eda5
tsumepara,2700,a59aeb365929b3aef4b573527fa56a40997f6bf08b392d6706710863e4eb9a59
tsumepara,2701,b50697669eb7c0d74079595a194524b76c5d6da99ea42ecd32bb0a211b77f64e
tsumepara,2702,2377384cc6ce184ab358aa63793aa99d549002a6ca07acb95f5a9ab4b5d13f74
tsumepara,2703,7cf58b895077e7b946f212fbfc6684d153ce67a835af538c57228333891b8d04
tsumepara,2704,f95501c8d7cf4033747c8f53592f4fa40443e95d01265836f27ac3753dc4e1f7
tsumepara,2705,b4e6e9c28e3ed123915e1cc19df17eec8ae2e2eaff22840118ab268e10bdc492
tsumepara,2706,d02a786aaabf2621c91eb4f6893d77296757c6c36f8e1d00c33e34fc47ae46dc
tsumepara,2707,0f2333e630f6ea260aeb4bdcaac28a2836b12737587e6aa9b61578adc41a3d9d
